name,description,genre
virustotal,Command-line utility to automatically lookup on VirusTotal all files recursively contained in a directory.,malware
visql,Scan SQL vulnerability on target site and sites of on server.,scanner
visualize-logs,A Python library and command line tools to provide interactive log visualization.,misc
vivisect,A Python based static analysis and reverse engineering framework.,debugger
vlan-hopping,Easy 802.1Q VLAN Hopping,automation
vlany,Linux LD_PRELOAD rootkit (x86 and x86_64 architectures).,backdoor
vmap,A Vulnerability-Exploit desktop finder.,exploitation
vmcloak,Automated Virtual Machine Generation and Cloaking for Cuckoo Sandbox.,blackarch-malwar
vnak,Aim is to be the one tool a user needs to attack multiple VoIP protocols.,voip
vnc-bypauth,Multi-threaded bypass authentication scanner for VNC smaller than v4.1.1 servers.,cracker
vncrack,What it looks like: crack VNC.,cracker
voiper,A VoIP security testing toolkit incorporating several VoIP fuzzers and auxiliary tools to assist the auditor.,voip
voiphopper,A security validation tool that tests to see if a PC can mimic the behavior of an IP Phone. It rapidly automates a VLAN Hop into the Voice VLAN.,automation
voipong,"A utility which detects all Voice Over IP calls on a pipeline, and for those which are G711 encoded, dumps actual conversation to separate wave files.",voip
volafox,Mac OS X Memory Analysis Toolkit.,forensic
volatility-extra,Volatility plugins developed and maintained by the community.,forensic
volatility3,Advanced memory forensics framework,forensic
voltron,"UI for GDB, LLDB and Vivisect's VDB.",debugger
vpnpivot,Explore the network using this tool.,recon
vsaudit,VOIP Security Audit Framework.,voip
vscan,HTTPS / Vulnerability scanner.,scanner
vstt,"VSTT is a multi-protocol tunneling tool. It accepts input by TCP stream sockets and FIFOs, and can send data via TCP, POP3, and ICMP tunneling.",tunnel
vsvbp,Black box tool for Vulnerability detection in web applications.,webapp
vulmap,Vulmap Online Local Vulnerability Scanners Project,scanner
vulnerabilities-spider,A tool to scan for web vulnerabilities.,webapp
vulnx,Cms and vulnerabilites detector & An intelligent bot auto shell injector.,webapp
vuls,"Vulnerability scanner for Linux/FreeBSD, agentless, written in Go.",scanner
vulscan,A module which enhances nmap to a vulnerability scanner,scanner
w13scan,Passive Security Scanner.,webapp
w3af,Web Application Attack and Audit Framework.,fuzzer
wafninja,A tool which contains two functions to attack Web Application Firewalls.,webapp
wafp,An easy to use Web Application Finger Printing tool written in ruby using sqlite3 databases for storing the fingerprints.,webapp
wafpass,"Analysing parameters with all payloads' bypass methods, aiming at benchmarking security solutions like WAF.",webapp
wafw00f,Identify and fingerprint Web Application Firewall (WAF) products protecting a website.,scanner
waidps,"Wireless Auditing, Intrusion Detection & Prevention System.",wireless
waldo,A lightweight and multithreaded directory and subdomain bruteforcer implemented in Python.,recon
wapiti,"A vulnerability scanner for web applications. It currently search vulnerabilities like XSS, SQL and XPath injections, file inclusions, command execution, LDAP injections, CRLF injections...",fuzzer
wascan,Web Application Scanner.,webapp
wavemon,Ncurses-based monitoring application for wireless network devices,wireless
waybackpack,Download the entire Wayback Machine archive for a given URL.,webapp
waybackurls,Fetch all the URLs that the Wayback Machine knows about for a domain.,recon
wcc,The Witchcraft Compiler Collection.,binary
wce,"A security tool to list logon sessions and add, change, list and delete associated credentials (ex.: LM/NT hashes, plaintext passwords and Kerberos tickets).",windows
web-soul,A plugin based scanner for attacking and data mining web sites written in Perl.,webapp
web2ldap,Full-featured LDAP client running as web application.,misc
webacoo,Web Backdoor Cookie Script-Kit.,backdoor
webanalyze,Port of Wappalyzer (uncovers technologies used on websites) in go to automate scanning.,webapp
webborer,A directory-enumeration tool written in Go.,webapp
webenum,Tool to enumerate http responses using dynamically generated queries and more.,scanner
webexploitationtool,A cross platform web exploitation toolkit.,exploitation
webfixy,On-the-fly decryption proxy for MikroTik RouterOS WebFig sessions.,proxy
webhandler,A handler for PHP system functions & also an alternative 'netcat' handler.,webapp
webhunter,Tool for scanning web applications and networks and easily completing the process of collecting knowledge.,scanner
webkiller,Tool Information Gathering Write By Python.,webapp
webpwn3r,A python based Web Applications Security Scanner.,scanner
webrute,Web server directory brute forcer.,scanner
webscarab,Framework for analysing applications that communicate using the HTTP and HTTPS protocols,fuzzer
websearch,Search vhost names given a host range. Powered by Bing..,recon
webshag,"A multi-threaded, multi-platform web server audit tool.",fuzzer
webshells,Web Backdoors.,backdoor
webslayer,A tool designed for brute forcing Web Applications.,webapp
websockify,WebSocket to TCP proxy/bridge.,networking
webspa,"A web knocking tool, sending a single HTTP/S to run O/S commands.",backdoor
websploit,"An Open Source Project For, Social Engineering Works, Scan, Crawler & Analysis Web, Automatic Exploiter, Support Network Attacks",exploitation
webtech,Identify technologies used on websites.,webapp
webxploiter,An OWASP Top 10 Security scanner.,webapp
weebdns,DNS Enumeration with Asynchronicity.,recon
weeman,HTTP Server for phishing in python.,social
weevely,Weaponized web shell.,webapp
weirdaal,AWS Attack Library.,webapp
wepbuster,script for automating aircrack-ng,wireless
wesng,Windows Exploit Suggester - Next Generation.,exploitation
wfuzz,Utility to bruteforce web applications to find their not linked resources.,fuzzer
whapa,WhatsApp Parser Tool.,misc
whatbreach,OSINT tool to find breached emails and databases.,social
whatportis,A command to search port names and numbers.,misc
whatsmyname,Tool to perform user and username enumeration on various websites.,social
whatwaf,Detect and bypass web application firewalls and protection systems.,webapp
whatweb,Next generation web scanner that identifies what websites are running.,recon
whichcdn,Tool to detect if a given website is protected by a Content Delivery Network.,webapp
whitewidow,SQL Vulnerability Scanner.,scanner
wi-feye,"An automated wireless penetration testing tool written in python, its designed to simplify common attacks that can be performed on wifi networks so that they can be executed quickly and easily.",wireless
wifi-autopwner,Script to automate searching and auditing Wi-Fi networks with weak security.,automation
wifi-honey,A management tool for wifi honeypots.,honeypot
wifi-monitor,Prints the IPs on your local network that're sending the most packets.,sniffer
wifi-pumpkin,Framework for Rogue Wi-Fi Access Point Attack.,wireless
wifibroot,"A WiFi Pentest Cracking tool for WPA/WPA2 (Handshake, PMKID, Cracking, EAPOL, Deauthentication).",wireless
wifichannelmonitor,"A utility for Windows that captures wifi traffic on the channel you choose, using Microsoft Network Monitor capture driver.",windows
wificurse,WiFi jamming tool.,wireless
wifijammer,A python script to continuously jam all wifi clients within range.,wireless
wifiphisher,Fast automated phishing attacks against WPA networks.,wireless
wifiscanmap,Another wifi mapping tool.,wireless
wifitap,WiFi injection tool through tun/tap device.,wireless
wifite,Tool to attack multiple WEP and WPA encrypted networks at the same time,wireless
wig,WebApp Information Gatherer.,webapp
wikigen,A script to generate wordlists out of wikipedia pages.,automation
wildpwn,Unix wildcard attacks.,exploitation
windapsearch,"Script to enumerate users, groups and computers from a Windows domain through LDAP queries.",recon
windivert,A user-mode packet capture-and-divert package for Windows.,windows
windows-binaries,A colleciton of pentesting Windows binaries.,windows
windows-exploit-suggester,This tool compares a targets patch levels against the Microsoft vulnerability database in order to detect potential missing patches on the target.,recon
windows-prefetch-parser,Parse Windows Prefetch files.,forensic
windows-privesc-check,Standalone Executable to Check for Simple Privilege Escalation Vectors on Windows Systems.,windows
windowsspyblocker,Block spying and tracking on Windows.,windows
winexe,Remotely execute commands on Windows NT/2000/XP/2003 systems.,misc
winfo,"Uses null sessions to remotely try to retrieve lists of and information about user accounts, workstation/interdomain/server trust accounts, shares (also hidden), sessions, logged in users, and password/lockout policy, from Windows NT/2000/XP.",windows
winhex,Hex Editor and Disk Editor.,windows
winpwn,Automation for internal Windows Penetrationtest / AD-Security.,windows
winregfs,Windows Registry FUSE filesystem.,misc
winrelay,A TCP/UDP forwarder/redirector that works with both IPv4 and IPv6.,windows
wireless-ids,Ability to detect suspicious activity such as (WEP/WPA/WPS) attack by sniffing the air for wireless packets.,wireless
wireshark-cli,Network traffic and protocol analyzer/sniffer - CLI tools and data files,sniffer
wireshark-qt,Network traffic and protocol analyzer/sniffer - Qt GUI,sniffer
wirouter-keyrec,A platform independent software to recover the default WPA passphrases of the supported router models,wireless
witchxtool,"A perl script that consists of a port scanner, LFI scanner, MD5 bruteforcer, dork SQL injection scanner, fresh proxy scanner, and a dork LFI scanner.",webapp
wlan2eth,Re-writes 802.11 captures into standard Ethernet frames.,wireless
wmat,Automatic tool for testing webmail accounts.,cracker
wmd,Python framework for IT security tools.,automation
wmi-forensics,Scripts used to find evidence in WMI repositories.,forensic
wnmap,A shell script written with the purpose to automate and chain scans via nmap. You can run nmap with a custom mode written by user and create directories for every mode with the xml/nmap files inside.,automation
