ProgramID,Name,Description,Tag
2755,wol-e,"WOL-E is a suite of tools for the Wake on LAN feature of network attached computers, this is now enabled by default on many Apple computers. These tools include:",recon
2756,wolpertinger,A distributed portscanner.,scanner
2757,wondershaper,Limit the bandwidth of one or more network adapters.,networking
2758,wordbrutepress,Python script that performs brute forcing against WordPress installs using a wordlist.,cracker
2759,wordlistctl,"Fetch, install and search wordlist archives from websites.",misc
2760,wordlister,A simple wordlist generator and mangler written in python.,misc
2761,wordlists,This package contains the rockyou wordlist and contains symlinks to a number of other password files present in the Kali Linux distribution. This package has an installation size of 134 MB.,cracker
2762,wordpot,A Wordpress Honeypot.,honeypot
2763,wordpresscan,WPScan rewritten in Python + some WPSeku ideas.,scanner
2764,wordpress-exploit-framework,A Ruby framework for developing and using modules which aid in the penetration testing of WordPress powered websites and systems.,web-app
2765,wpa2-halfhandshake-crack,A POC to show it is possible to capture enough of a handshake with a user from a fake AP to crack a WPA2 network without knowing the passphrase of the actual AP.,wireless
2766,wpa-bruteforcer,Attacking WPA/WPA encrypted access point without client.,wireless
2767,wpaclean,wpaclean is a small utility included in the aircrack-ng package that is used to clean capture files to get only the 4-way handshake and a beacon.,wireless
2768,wpbf,Multithreaded WordPress brute forcer.,cracker
2769,wpbrute-rpc,Tool for amplified bruteforce attacks on wordpress based website via xmlrcp API.,cracker
2770,wpbullet,A static code analysis for WordPress (and PHP).,code-audit
2771,wpforce,Wordpress Attack Suite.,web-app
2772,wpintel,Chrome extension designed for WordPress Vulnerability Scanning and information gathering.,web-app
2773,WPScan,Look for vulnerabilities in wordpress site (can be used to brute),recon
2774,wpseku,Simple Wordpress Security Scanner.,web-app
2775,wpsik,WPS scan and pwn tool.,wireless
2776,wpsweep,"A simple ping sweeper, that is, it pings a range of IP addresses and lists the ones that reply.",windows
2777,wreckuests,Yet another one hard-hitting tool to run DDoS attacks with HTTP-flood.,dos
2778,ws-attacker,A modular framework for web services penetration testing.,web-app
2779,wscript,Emulator/tracer of the Windows Script Host functionality.,code-audit
2780,wsfuzzer,A Python tool written to automate SOAP pentesting of web services.,fuzzer
2781,wssip,"Application for capturing, modifying and sending custom WebSocket data from client to server and vice versa.",web-app
2782,wsuspect-proxy,A tool for MITM'ing insecure WSUS connections.,exploitation
2783,wups,An UDP port scanner for Windows.,windows
2784,wuzz,Interactive cli tool for HTTP inspection.,web-app
2785,wxhexeditor,"A free hex editor / disk editor for Linux, Windows and MacOSX.",binary
2786,wyd,Gets keywords from personal files. IT security/forensic tool.,cracker
2787,x64dbg,An open-source x64/x32 debugger for windows.,windows
2788,xcat,A command line tool to automate the exploitation of blind XPath injection vulnerabilities.,exploitation
2789,xcavator,Man-In-The-Middle and phishing attack tool that steals the victim's credentials of some web services like Facebook.,sniffer
2790,xcname,A tool for enumerating expired domains in CNAME records.,scanner
2791,xerosploit,Efficient and advanced man in the middle framework.,networking
2792,xfltreat,Tunnelling framework.,tunnel
2793,xmlrpc-bruteforcer,An XMLRPC brute forcer targeting Wordpress written in Python 3.,web-app
2794,xorbruteforcer,"Script that implements a XOR bruteforcing of a given file, although a specific key can be used too.",crypto
2795,xorsearch,"Program to search for a given string in an XOR, ROL or ROT encoded binary file.",crypto
2796,xortool,Tool to analyze multi-byte XOR cipher,crypto
2797,xpire-crossdomain-scanner,Scans crossdomain.xml policies for expired domain names.,scanner
2798,xplico,"The goal of Xplico is extract from an internet traffic capture the applications data contained. For example, from a pcap file Xplico extracts each email (POP, IMAP, and SMTP protocols), all HTTP contents, each VoIP call (SIP, MGCP, H323), FTP, TFTP, and so on. Xplico is not a network protocol analyzer.
",recon
2799,xpl-search,Search exploits in multiple exploit databases!.,exploitation
2800,xprobe2,An active OS fingerprinting tool.,fingerprint
2801,xray,"A tool for recon, mapping and OSINT gathering from public networks.",recon
2802,xrop,"Tool to generate ROP gadgets for ARM, AARCH64, x86, MIPS, PPC, RISCV, SH4 and SPARC.",exploitation
2803,x-rsa,"Contains a many of attack types in RSA such as Hasted, Common Modulus, Chinese Remainder Theorem.",crypto
2804,x-scan,"A general network vulnerabilities scanner for scanning network vulnerabilities for specific IP address scope or stand-alone computer by multi-threading method, plug-ins are supportable.",windows
2805,xspear,Powerful XSS Scanning and Parameter analysis tool&gem.,web-app
2806,xspy,Sniffs keystrokes on remote or local X-Windows servers.,network
2807,xsrfprobe,CSRF Probe,recon
2808,xsscon,Simple XSS Scanner tool.,web-app
2809,xsscrapy,XSS spider - 66/66 wavsep XSS detected.,web-app
2810,XSSer,"To detect, exploit and report XSS vulnerabilities in web-based applications",recon
2811,xss-freak,An XSS scanner fully written in Python3 from scratch.,web-app
2812,xssless,An automated XSS payload generator written in python.,web-app
2813,xsspy,Web Application XSS Scanner.,web-app
2814,xsss,A brute force cross site scripting scanner.,web-app
2815,xssscan,Command line tool for detection of XSS attacks in URLs. Based on ModSecurity rules from OWASP CRS.,web-app
2816,xsssniper,An automatic XSS discovery tool,web-app
2817,xsstracer,"Python script that checks remote web servers for Clickjacking, Cross-Frame Scripting, Cross-Site Tracing and Host Header Injection.",scanner
2818,xsstrike,An advanced XSS detection and exploitation suite.,web-app
2819,xssya,A Cross Site Scripting Scanner & Vulnerability Confirmation.,web-app
2820,Xtest,XTest is A 802.1x Supplicant Test Tool for Wired VoIP Networks based on RFC 3847 EAP-MD5 Authentication.,voip
2821,xwaf,Automatic WAF bypass tool.,web-app
2822,xxeinjector,Tool for automatic exploitation of XXE vulnerability using direct and different out of band methods.,exploitation
2823,xxeserv,A mini webserver with FTP support for XXE payloads.,networking
2824,xxexploiter,"It generates the XML payloads, and automatically starts a server to serve the needed DTD's or to do data exfiltration.",exploitation
2825,yaaf,Yet Another Admin Finder.,web-app
2826,yaf,Yet Another Flowmeter.,networking
2827,yara,With YARA you can create descriptions of malware families based on textual or binary patterns contained on samples of those families. Each description consists of a set of strings and a boolean expression which determines its logic. This package contains the command-line interface. ,reverse-eng
2828,yasat,Yet Another Stupid Audit Tool.,scanner
2829,yasca,Multi-Language Static Analysis Toolset.,code-audit
2830,yasuo,A ruby script that scans for vulnerable & exploitable 3rd-party web applications on a network.,web-app
2831,yate-bts,An open source GSM Base Station software.,radio
2832,yawast,The YAWAST Antecedent Web Application Security Toolkit.,web-app
2833,yay,Yet another yogurt. Pacman wrapper and AUR helper written in go.,misc
2834,ycrawler,A web crawler that is useful for grabbing all user supplied input related to a given website and will save the output. It has proxy and log file support.,web-app
2835,yersinia,to exploid dynamic trunking,networking
2836,yeti,"A platform meant to organize observables, indicators of compromise, TTPs, and knowledge on threats in a single, unified repository.",defensive
2837,yinjector,"A MySQL injection penetration tool. It has multiple features, proxy support, and multiple exploitation methods.",exploitation
2838,ypcat,print values of all keys in a NIS database,database
2839,ypwhich,return name of NIS server or map master,recon
2840,ysoserial,A proof-of-concept tool for generating payloads that exploit unsafe Java object deserialization.,web-app
2841,zackattack,A new tool set to do NTLM Authentication relaying unlike any other tool currently out there.,networking
2842,zaproxy,The OWASP Zed Attack Proxy (ZAP) is an easy to use integrated penetration testing tool for finding vulnerabilities in web applications. It is designed to be used by people with a wide range of security experience and as such is ideal for developers and functional testers who are new to penetration testing as well as being a useful addition to an experienced pen testers toolbox.,web-app
2843,zarp,A network attack tool centered around the exploitation of local networks.,exploitation
2844,zdns,Fast CLI DNS Lookup Tool.,networking
2845,zeek,A powerful network analysis framework that is much different from the typical IDS you may know.,networking
